weekday,month,date,year,text,handle,comment_unclean,service_person,comment
Sun,Oct,4,2015,@codea You're so welcome! Glad to hear you got assistance.  *PL,@codea  ,You're so welcome! Glad to hear you got assistance.  *PL,PL,You're so welcome! Glad to hear you got assistance.  
Sun,Oct,4,2015,"@VistaRick Hi Rick. Unfortunately, miles cannot be used for Comfort + seating.  *SB",@VistaRick  ,"Hi Rick. Unfortunately, miles cannot be used for Comfort + seating.  *SB",SB,"Hi Rick. Unfortunately, miles cannot be used for Comfort + seating.  "
Sun,Oct,4,2015,@StephenGrubba We support our Survivors and Celebrate Life:-) *PL,@StephenGrubba  ,We support our Survivors and Celebrate Life:-) *PL,PL,We support our Survivors and Celebrate Life:-) 
Sun,Oct,4,2015,@LostConsultant I totally agree. Please follow me. So we can talk privately.  *PL,@LostConsultant  ,I totally agree. Please follow me. So we can talk privately.  *PL,PL,I totally agree. Please follow me. So we can talk privately.  
Sun,Oct,4,2015,"@waelaamh Hello, Wael. Should be available in two weeks for your return 10Sep2016. *RD",@waelaamh  ,"Hello, Wael. Should be available in two weeks for your return 10Sep2016. *RD",RD,"Hello, Wael. Should be available in two weeks for your return 10Sep2016. "
Sun,Oct,4,2015,@ChereCoen Hi there. Thanks so much for your patience while we resolve this issue. My apologies for the inconvenience and delay.  *SD,@ChereCoen  ,Hi there. Thanks so much for your patience while we resolve this issue. My apologies for the inconvenience and delay.  *SD,SD,Hi there. Thanks so much for your patience while we resolve this issue. My apologies for the inconvenience and delay.  
Sun,Oct,4,2015,"@HadleyCoulter Hello Hadley. Not good to hear. If you are needing assistance, pls let me know.  *RD",@HadleyCoulter  ,"Hello Hadley. Not good to hear. If you are needing assistance, pls let me know.  *RD",RD,"Hello Hadley. Not good to hear. If you are needing assistance, pls let me know.  "
Sun,Oct,4,2015,@OSUBuckeyeGrad  Ha! KeepClimbing!:) *RB,@OSUBuckeyeGrad  , Ha! KeepClimbing!:) *RB,RB, Ha! KeepClimbing!:) 
Sun,Oct,4,2015,@RobinPNW Hello Robin. Very sorry for your frustrations. We will look into this.  *RD,@RobinPNW  ,Hello Robin. Very sorry for your frustrations. We will look into this.  *RD,RD,Hello Robin. Very sorry for your frustrations. We will look into this.  
Sun,Oct,4,2015,"@Detroit_Red The 7P segment to ATL has availability, however the ATL&gt;LAX segment does not.  *RB",@Detroit_Red  ,"The 7P segment to ATL has availability, however the ATL&gt;LAX segment does not.  *RB",RB,"The 7P segment to ATL has availability, however the ATL&gt;LAX segment does not.  "
Sun,Oct,4,2015,@AndrewJMyers If two seats are available together there should be no issue.  *RD,@AndrewJMyers  ,If two seats are available together there should be no issue.  *RD,RD,If two seats are available together there should be no issue.  
Sun,Oct,4,2015,@gsstan ...team members.  *RD ,@gsstan  ,...team members.  *RD ,RD ,...team members.  
Sun,Oct,4,2015,"@gsstan Hello Andrew. Apologies for the delay. Any possible refund of your ticket, you will have to speak with one of our airport... ",@gsstan  ,"Hello Andrew. Apologies for the delay. Any possible refund of your ticket, you will have to speak with one of our airport... ",,"Hello Andrew. Apologies for the delay. Any possible refund of your ticket, you will have to speak with one of our airport... "
Sun,Oct,4,2015,"@kimbokars I am so sorry for the delayed response as well as the long line at MSY. Has all cleared, do you need assistance? *DR",@kimbokars  ,"I am so sorry for the delayed response as well as the long line at MSY. Has all cleared, do you need assistance? *DR",DR,"I am so sorry for the delayed response as well as the long line at MSY. Has all cleared, do you need assistance? "
Sun,Oct,4,2015,"@AndrewJMyers Hello, Andrew. Unfortunately not.  *RD",@AndrewJMyers  ,"Hello, Andrew. Unfortunately not.  *RD",RD,"Hello, Andrew. Unfortunately not.  "
Sun,Oct,4,2015,@LostConsultant Thanks for your patience all day. *PL,@LostConsultant  ,Thanks for your patience all day. *PL,PL,Thanks for your patience all day. 
Sun,Oct,4,2015,@SrGaia I agree. Thank you for the feedback. It is greatly appreciated.  *PL,@SrGaia  ,I agree. Thank you for the feedback. It is greatly appreciated.  *PL,PL,I agree. Thank you for the feedback. It is greatly appreciated.  
Sun,Oct,4,2015,@MonkeeCharms19 ...Services for an update.  *RB ,@MonkeeCharms19  ,...Services for an update.  *RB ,RB ,...Services for an update.  
Sun,Oct,4,2015,@MonkeeCharms19  Sorry to hear this. My apologies. Please follow and DM his name and file/bag tag #. I will reach out to Baggage... ,@MonkeeCharms19  , Sorry to hear this. My apologies. Please follow and DM his name and file/bag tag #. I will reach out to Baggage... ,, Sorry to hear this. My apologies. Please follow and DM his name and file/bag tag #. I will reach out to Baggage... 
Sun,Oct,4,2015,@DavidTropfish Very sorry for her inconvenience.  *RD,@DavidTropfish  ,Very sorry for her inconvenience.  *RD,RD,Very sorry for her inconvenience.  
Sun,Oct,4,2015,@Detroit_Red My apologies for the delay. How soon can you be at the airport? *RB,@Detroit_Red  ,My apologies for the delay. How soon can you be at the airport? *RB,RB,My apologies for the delay. How soon can you be at the airport? 
Sun,Oct,4,2015,@DavidTropfish Got you. We are here.  *RD,@DavidTropfish  ,Got you. We are here.  *RD,RD,Got you. We are here.  
Sun,Oct,4,2015,@chrispollard You're welcome.  *RD,@chrispollard  ,You're welcome.  *RD,RD,You're welcome.  
Mon,Oct,5,2015,"@AlexReiff Hello Alex. Apologies for the delay. If you are needing assistance, pls let me know.  *RD",@AlexReiff  ,"Hello Alex. Apologies for the delay. If you are needing assistance, pls let me know.  *RD",RD,"Hello Alex. Apologies for the delay. If you are needing assistance, pls let me know.  "
Mon,Oct,5,2015,@Real_J_Eddy ...questions pertaining to your bags please direct with the baggage associate when you're contacted.  *EC ,@Real_J_Eddy  ,...questions pertaining to your bags please direct with the baggage associate when you're contacted.  *EC ,EC ,...questions pertaining to your bags please direct with the baggage associate when you're contacted.  
Mon,Oct,5,2015,@Real_J_Eddy A member from baggage services will be contacting you very shortly. Both bags have been located for you. For any... ,@Real_J_Eddy  ,A member from baggage services will be contacting you very shortly. Both bags have been located for you. For any... ,,A member from baggage services will be contacting you very shortly. Both bags have been located for you. For any... 
Mon,Oct,5,2015,"@UnicornPDX What two flights are you speaking of? If you have a confirm #, pls follow/DM info for your privacy.  *RD",@UnicornPDX  ,"What two flights are you speaking of? If you have a confirm #, pls follow/DM info for your privacy.  *RD",RD,"What two flights are you speaking of? If you have a confirm #, pls follow/DM info for your privacy.  "
Mon,Oct,5,2015,@jkw4444 You're very welcome! *RS,@jkw4444  ,You're very welcome! *RS,RS,You're very welcome! 
Mon,Oct,5,2015,@HoffmanCheri ...Customer Care Monday-Friday 8:00am-7:00pm ET 800-455-2720 *RS ,@HoffmanCheri  ,...Customer Care Monday-Friday 8:00am-7:00pm ET 800-455-2720 *RS ,RS ,...Customer Care Monday-Friday 8:00am-7:00pm ET 800-455-2720 
Mon,Oct,5,2015,"@HoffmanCheri Hello Cheri, I'm very sorry to hear about this experience. You may make a reimbursement claim with our Corporate... ",@HoffmanCheri  ,"Hello Cheri, I'm very sorry to hear about this experience. You may make a reimbursement claim with our Corporate... ",,"Hello Cheri, I'm very sorry to hear about this experience. You may make a reimbursement claim with our Corporate... "
Mon,Oct,5,2015,"@jkw4444 Hi Julie, to make voluntary changes and receive quotes  you will need to contact our Reservations team at 1-800-221-1212. *RS",@jkw4444  ,"Hi Julie, to make voluntary changes and receive quotes  you will need to contact our Reservations team at 1-800-221-1212. *RS",RS,"Hi Julie, to make voluntary changes and receive quotes  you will need to contact our Reservations team at 1-800-221-1212. "
Mon,Oct,5,2015,@Real_J_Eddy ...for GEG?  *EC ,@Real_J_Eddy  ,...for GEG?  *EC ,EC ,...for GEG?  
Mon,Oct,5,2015,@Real_J_Eddy I'm check with baggage on the latest updates. There's a note about Customs. Did you pick your baggage up and re-checked... ,@Real_J_Eddy  ,I'm check with baggage on the latest updates. There's a note about Customs. Did you pick your baggage up and re-checked... ,,I'm check with baggage on the latest updates. There's a note about Customs. Did you pick your baggage up and re-checked... 
Mon,Oct,5,2015,"@Miriam26Lopez You can take a carry-on for free, while one checked bag will be $25 in coach. *WG",@Miriam26Lopez  ,"You can take a carry-on for free, while one checked bag will be $25 in coach. *WG",WG,"You can take a carry-on for free, while one checked bag will be $25 in coach. "
Mon,Oct,5,2015,"@JoshuaIsWrong I'm sorry for your delay. If you're in need of rebooking help, please let me know. *WG",@JoshuaIsWrong  ,"I'm sorry for your delay. If you're in need of rebooking help, please let me know. *WG",WG,"I'm sorry for your delay. If you're in need of rebooking help, please let me know. "
Mon,Oct,5,2015,@LeahATX77 Can you DM me the confirmation? *WG,@LeahATX77  ,Can you DM me the confirmation? *WG,WG,Can you DM me the confirmation? 
Mon,Oct,5,2015,@TaylorVecsey   They will contact you directly to follow up. *RS,@TaylorVecsey  ,  They will contact you directly to follow up. *RS,RS,  They will contact you directly to follow up. 
Mon,Oct,5,2015,@TaylorVecsey You're welcome.  *RS,@TaylorVecsey  ,You're welcome.  *RS,RS,You're welcome.  
Mon,Oct,5,2015,"@lbo888 According to the flight info, you may be able to make up time in the air &amp; still get in around the original time. *WG",@lbo888  ,"According to the flight info, you may be able to make up time in the air &amp; still get in around the original time. *WG",WG,"According to the flight info, you may be able to make up time in the air &amp; still get in around the original time. "
Mon,Oct,5,2015,@RealAlexPreston Can you DM the confirmation in question? *WG,@RealAlexPreston  ,Can you DM the confirmation in question? *WG,WG,Can you DM the confirmation in question? 
Mon,Oct,5,2015,@TaylorVecsey ...Corporate Customer Care via email using this link:  http://t.co/rKwjYwO72S  *RS ,@TaylorVecsey  ,...Corporate Customer Care via email using this link:  http://t.co/rKwjYwO72S  *RS ,RS ,...Corporate Customer Care via email using this link:  http://t.co/rKwjYwO72S  
Mon,Oct,5,2015,"@TaylorVecsey Hi Taylor, I'm very sorry to hear  you have had an unpleasant experience.  You may file a formal complaint with our... ",@TaylorVecsey  ,"Hi Taylor, I'm very sorry to hear  you have had an unpleasant experience.  You may file a formal complaint with our... ",,"Hi Taylor, I'm very sorry to hear  you have had an unpleasant experience.  You may file a formal complaint with our... "
Mon,Oct,5,2015,@StacyKildal I'll let him &amp; his managers know! Thanks! *WG,@StacyKildal  ,I'll let him &amp; his managers know! Thanks! *WG,WG,I'll let him &amp; his managers know! Thanks! 
Mon,Oct,5,2015,@krissoko ...review.  *RS ,@krissoko  ,...review.  *RS ,RS ,...review.  
Mon,Oct,5,2015,"@krissoko Hello Kris, all special meals must be requested a minimum of 24 hours in advance. Please DM the confirmation number for... ",@krissoko  ,"Hello Kris, all special meals must be requested a minimum of 24 hours in advance. Please DM the confirmation number for... ",,"Hello Kris, all special meals must be requested a minimum of 24 hours in advance. Please DM the confirmation number for... "
Mon,Oct,5,2015,@jhvirgo We miss you too John!  *RS,@jhvirgo  ,We miss you too John!  *RS,RS,We miss you too John!  
Mon,Oct,5,2015,@benjablake ...please let me know. You may DM details. *RS ,@benjablake  ,...please let me know. You may DM details. *RS ,RS ,...please let me know. You may DM details. 
Mon,Oct,5,2015,"@benjablake Hi Ben, I'm very sorry to hear that you have had an unpleasant experience. If I can be of assistance via this platform... ",@benjablake  ,"Hi Ben, I'm very sorry to hear that you have had an unpleasant experience. If I can be of assistance via this platform... ",,"Hi Ben, I'm very sorry to hear that you have had an unpleasant experience. If I can be of assistance via this platform... "
Mon,Oct,5,2015,@MarigoPR Thank you for flying with us! *WG,@MarigoPR  ,Thank you for flying with us! *WG,WG,Thank you for flying with us! 
Mon,Oct,5,2015,@annebalcom ...hang in the closet.  *RS ,@annebalcom  ,...hang in the closet.  *RS ,RS ,...hang in the closet.  
Mon,Oct,5,2015,"@annebalcom Hello Anne, you may wish to speak with our airport Customer Service team at the gate to inquire if space is available to... ",@annebalcom  ,"Hello Anne, you may wish to speak with our airport Customer Service team at the gate to inquire if space is available to... ",,"Hello Anne, you may wish to speak with our airport Customer Service team at the gate to inquire if space is available to... "
Mon,Oct,5,2015,@worldtrav20xx I'm very sorry to hear about this Douglas. Could you please DM your confirmation number? *RS,@worldtrav20xx  ,I'm very sorry to hear about this Douglas. Could you please DM your confirmation number? *RS,RS,I'm very sorry to hear about this Douglas. Could you please DM your confirmation number? 
Mon,Oct,5,2015,"@dcbergeson Thank you. Could you follow this account, so I can DM you? *WG",@dcbergeson  ,"Thank you. Could you follow this account, so I can DM you? *WG",WG,"Thank you. Could you follow this account, so I can DM you? "
Mon,Oct,5,2015,@dcbergeson Can you DM your confirmation? *WG,@dcbergeson  ,Can you DM your confirmation? *WG,WG,Can you DM your confirmation? 
Mon,Oct,5,2015,"@dcbergeson Only the airport can offer hotel vouchers, so you'd have to talk to a gate agent or Red Coat there. *WG",@dcbergeson  ,"Only the airport can offer hotel vouchers, so you'd have to talk to a gate agent or Red Coat there. *WG",WG,"Only the airport can offer hotel vouchers, so you'd have to talk to a gate agent or Red Coat there. "
Mon,Oct,5,2015,@Real_J_Eddy You can find more info at http://t.co/N85Bmfc917 but the bags are in GEG &amp; are awaiting delivery. *WG,@Real_J_Eddy  ,You can find more info at http://t.co/N85Bmfc917 but the bags are in GEG &amp; are awaiting delivery. *WG,WG,You can find more info at http://t.co/N85Bmfc917 but the bags are in GEG &amp; are awaiting delivery. 
Mon,Oct,5,2015,@jfmogro Our reservations team will be able review the fare rules of your ticket with you. *RS,@jfmogro  ,Our reservations team will be able review the fare rules of your ticket with you. *RS,RS,Our reservations team will be able review the fare rules of your ticket with you. 
Mon,Oct,5,2015,@KrisVazquez Thank you. I'll let Cabin Maintenance know to take a look at the flight ASAP. *WG,@KrisVazquez  ,Thank you. I'll let Cabin Maintenance know to take a look at the flight ASAP. *WG,WG,Thank you. I'll let Cabin Maintenance know to take a look at the flight ASAP. 
Mon,Oct,5,2015,@jfmogro ...review all options. I am unable to complete this request via Twitter.   *RS ,@jfmogro  ,...review all options. I am unable to complete this request via Twitter.   *RS ,RS ,...review all options. I am unable to complete this request via Twitter.   
Mon,Oct,5,2015,"@jfmogro Hello, to make changes you will need to contact our Reservations team at 1-800-221-1212. A specialist will be happy to... ",@jfmogro  ,"Hello, to make changes you will need to contact our Reservations team at 1-800-221-1212. A specialist will be happy to... ",,"Hello, to make changes you will need to contact our Reservations team at 1-800-221-1212. A specialist will be happy to... "
Mon,Oct,5,2015,@ZulaPT You're welcome! Have a great night:)  *RS,@ZulaPT  ,You're welcome! Have a great night:)  *RS,RS,You're welcome! Have a great night:)  
Mon,Oct,5,2015,@KrisVazquez My apologies for that. What flight is this on? *WG,@KrisVazquez  ,My apologies for that. What flight is this on? *WG,WG,My apologies for that. What flight is this on? 
Mon,Oct,5,2015,@joshcollesano ...it at the airport. *WG ,@joshcollesano  ,...it at the airport. *WG ,WG ,...it at the airport. 
Mon,Oct,5,2015,@egpkpioneer ...provided.  *VM ,@egpkpioneer  ,...provided.  *VM ,VM ,...provided.  
Mon,Oct,5,2015,"@egpkpioneer Sandy, if you need an immediate resolution to this issue, you must contact out Online Support team via the number I... ",@egpkpioneer  ,"Sandy, if you need an immediate resolution to this issue, you must contact out Online Support team via the number I... ",,"Sandy, if you need an immediate resolution to this issue, you must contact out Online Support team via the number I... "
Mon,Oct,5,2015,@egpkpioneer ...resolve the issue. *VM ,@egpkpioneer  ,...resolve the issue. *VM ,VM ,...resolve the issue. 
Mon,Oct,5,2015,"@egpkpioneer Hey Sandy, pls call our online customer support team at 1-888-750-3284. A team member will be glad to work with you to... ",@egpkpioneer  ,"Hey Sandy, pls call our online customer support team at 1-888-750-3284. A team member will be glad to work with you to... ",,"Hey Sandy, pls call our online customer support team at 1-888-750-3284. A team member will be glad to work with you to... "
Mon,Oct,5,2015,@AnneDoerr   That applies to Medallion members. *BB,@AnneDoerr  ,  That applies to Medallion members. *BB,BB,  That applies to Medallion members. 
Mon,Oct,5,2015,@rafanellir We certainly understand your frustrations. We'll be sure to share these details with the TSA.  *SB,@rafanellir  ,We certainly understand your frustrations. We'll be sure to share these details with the TSA.  *SB,SB,We certainly understand your frustrations. We'll be sure to share these details with the TSA.  
Mon,Oct,5,2015,"@AnneDoerr   Anne, our airport team can also confirm this for you. *BB",@AnneDoerr  ,"  Anne, our airport team can also confirm this for you. *BB",BB,"  Anne, our airport team can also confirm this for you. "
Mon,Oct,5,2015,"@rjrogo Sorry for the information overload today, Richard! Its great to have you traveling with us. *SB",@rjrogo  ,"Sorry for the information overload today, Richard! Its great to have you traveling with us. *SB",SB,"Sorry for the information overload today, Richard! Its great to have you traveling with us. "
Mon,Oct,5,2015,@bekah_stewart   Great! *BB,@bekah_stewa,  Great! *BB,BB,  Great! 
Mon,Oct,5,2015,@rschmidt_MD ...here: http://t.co/sGbqJSi1Xt. You may also want to contact JAX Lost &amp; Found at 904-741-2020 *VM ,@rschmidt_MD  ,...here: http://t.co/sGbqJSi1Xt. You may also want to contact JAX Lost &amp; Found at 904-741-2020 *VM ,VM ,...here: http://t.co/sGbqJSi1Xt. You may also want to contact JAX Lost &amp; Found at 904-741-2020 
Mon,Oct,5,2015,"@rschmidt_MD That's not good to hear. We'll make every effort to locate the bag. To assist us, pls complete our Lost Item Report... ",@rschmidt_MD  ,"That's not good to hear. We'll make every effort to locate the bag. To assist us, pls complete our Lost Item Report... ",,"That's not good to hear. We'll make every effort to locate the bag. To assist us, pls complete our Lost Item Report... "
Mon,Oct,5,2015,"@JoeRivera1966 Hey Joey, pls Follow &amp; DM the Skymiles and the tkt# of the flight. *VM",@JoeRivera1966  ,"Hey Joey, pls Follow &amp; DM the Skymiles and the tkt# of the flight. *VM",VM,"Hey Joey, pls Follow &amp; DM the Skymiles and the tkt# of the flight. "
Mon,Oct,5,2015,@Chaserpro31   Please DM your ticket number and I will further advise you of your options. *BB,@Chaserpro31  ,  Please DM your ticket number and I will further advise you of your options. *BB,BB,  Please DM your ticket number and I will further advise you of your options. 
Mon,Oct,5,2015,"@AnneDoerr   Anne, you will receive the first bag free, http://t.co/lVX4A4Qrpd *BB",@AnneDoerr  ,"  Anne, you will receive the first bag free, http://t.co/lVX4A4Qrpd *BB",BB,"  Anne, you will receive the first bag free, http://t.co/lVX4A4Qrpd "
Mon,Oct,5,2015,@RSstudi0 Please let us know if rebooking assistance is needed.  *SB,@RSstudi0  ,Please let us know if rebooking assistance is needed.  *SB,SB,Please let us know if rebooking assistance is needed.  
Mon,Oct,5,2015,@RSstudi0 ...you on your way as soon as we can. Sorry for the wait. *SB ,@RSstudi0  ,...you on your way as soon as we can. Sorry for the wait. *SB ,SB ,...you on your way as soon as we can. Sorry for the wait. 
Mon,Oct,5,2015,"@RSstudi0 Please know that we perform many safety checks, but issues sometimes present themselves at inconvenient times. We'll have... ",@RSstudi0  ,"Please know that we perform many safety checks, but issues sometimes present themselves at inconvenient times. We'll have... ",,"Please know that we perform many safety checks, but issues sometimes present themselves at inconvenient times. We'll have... "
Mon,Oct,5,2015,@justinbettman You can call the number I previously provided for Online Support help. *VM,@justinbettman  ,You can call the number I previously provided for Online Support help. *VM,VM,You can call the number I previously provided for Online Support help. 
Mon,Oct,5,2015,@stvntmoore I'm very sorry to hear about your delay Steven. If rebooking help is needed please let me know. *RS,@stvntmoore  ,I'm very sorry to hear about your delay Steven. If rebooking help is needed please let me know. *RS,RS,I'm very sorry to hear about your delay Steven. If rebooking help is needed please let me know. 
Mon,Oct,5,2015,@meghanmetz We'll definitely pass along your feedback &amp; concerns. Thanks for hanging in there with us. We'll have you on your way soon. *SB,@meghanmetz  ,We'll definitely pass along your feedback &amp; concerns. Thanks for hanging in there with us. We'll have you on your way soon. *SB,SB,We'll definitely pass along your feedback &amp; concerns. Thanks for hanging in there with us. We'll have you on your way soon. 
Mon,Oct,5,2015,@aalbishi74  Please check with our Reservations Team for options. Thank you for tweeting us. *DR,@aalbishi74  , Please check with our Reservations Team for options. Thank you for tweeting us. *DR,DR, Please check with our Reservations Team for options. Thank you for tweeting us. 
Mon,Oct,5,2015,@aalbishi74  Thank you for sending your confirmation. I reviewed your info and I see there may be additional fees.  *DR,@aalbishi74  , Thank you for sending your confirmation. I reviewed your info and I see there may be additional fees.  *DR,DR, Thank you for sending your confirmation. I reviewed your info and I see there may be additional fees.  
Mon,Oct,5,2015,@EbunOkubanjo Hi there. Please refer to this link regarding a U.S number: http://t.co/ZmxhkCBsLO *SD,@EbunOkubanjo  ,Hi there. Please refer to this link regarding a U.S number: http://t.co/ZmxhkCBsLO *SD,SD,Hi there. Please refer to this link regarding a U.S number: http://t.co/ZmxhkCBsLO 
Mon,Oct,5,2015,@LanceJRichards ...that we do value you and your loyalty with us.  *SB ,@LanceJRichards  ,...that we do value you and your loyalty with us.  *SB ,SB ,...that we do value you and your loyalty with us.  
Mon,Oct,5,2015,@LanceJRichards ...appear there were no complementary or Global upgrades available. I'm sorry for this frustration. Please know... ,@LanceJRichards  ,...appear there were no complementary or Global upgrades available. I'm sorry for this frustration. Please know... ,,...appear there were no complementary or Global upgrades available. I'm sorry for this frustration. Please know... 
Mon,Oct,5,2015,@LanceJRichards ...holding first class eligible tickets without seating that were given priority on available seating. It does... ,@LanceJRichards  ,...holding first class eligible tickets without seating that were given priority on available seating. It does... ,,...holding first class eligible tickets without seating that were given priority on available seating. It does... 
Mon,Oct,5,2015,"@LanceJRichards Apologies for any misinformation. Unfortunately, after viewing the manifest, it appears there were a few passengers... ",@LanceJRichards  ,"Apologies for any misinformation. Unfortunately, after viewing the manifest, it appears there were a few passengers... ",,"Apologies for any misinformation. Unfortunately, after viewing the manifest, it appears there were a few passengers... "
Mon,Oct,5,2015,"@Tommyyyx Another time, I hope Tommy. Another time! *VM",@Tommyyyx  ,"Another time, I hope Tommy. Another time! *VM",VM,"Another time, I hope Tommy. Another time! "
Mon,Oct,5,2015,@UnitedAmanda Hi Amanda. I am terribly sorry to hear this. Please let me know if I can help?  *SD,@UnitedAmanda  ,Hi Amanda. I am terribly sorry to hear this. Please let me know if I can help?  *SD,SD,Hi Amanda. I am terribly sorry to hear this. Please let me know if I can help?  
Mon,Oct,5,2015,@jadaloree Hi Jada. So sorry for the inconvenience. Thanks for sharing your feedback.  *SD,@jadaloree  ,Hi Jada. So sorry for the inconvenience. Thanks for sharing your feedback.  *SD,SD,Hi Jada. So sorry for the inconvenience. Thanks for sharing your feedback.  
Mon,Oct,5,2015,@tweetflo Pls DM your confirmation # and details so that I may forward to Inflight Leadership. *DR,@tweetflo  ,Pls DM your confirmation # and details so that I may forward to Inflight Leadership. *DR,DR,Pls DM your confirmation # and details so that I may forward to Inflight Leadership. 
Mon,Oct,5,2015,@tweetflo Oh no. We strive to provide excellent customer service to all.  *DR,@tweetflo  ,Oh no. We strive to provide excellent customer service to all.  *DR,DR,Oh no. We strive to provide excellent customer service to all.  
Mon,Oct,5,2015,@BettyCox1 Hi Betty. DL845 will be arriving in Terminal A gate 1.  *SD,@BettyCox1  ,Hi Betty. DL845 will be arriving in Terminal A gate 1.  *SD,SD,Hi Betty. DL845 will be arriving in Terminal A gate 1.  
Mon,Oct,5,2015,@Tendrid Hi there. So sorry for the delayed response. How can I help?  *SD,@Tendrid  ,Hi there. So sorry for the delayed response. How can I help?  *SD,SD,Hi there. So sorry for the delayed response. How can I help?  
Mon,Oct,5,2015,"@Tommyyyx Hey Tommy, sorry you were not able to enjoy our Delta Comfort Plus seats on that flt! *VM",@Tommyyyx  ,"Hey Tommy, sorry you were not able to enjoy our Delta Comfort Plus seats on that flt! *VM",VM,"Hey Tommy, sorry you were not able to enjoy our Delta Comfort Plus seats on that flt! "
Mon,Oct,5,2015,@LanceJRichards  Sorry for your experience. When you spoke to the agents what did they advise? *SB,@LanceJRichards  , Sorry for your experience. When you spoke to the agents what did they advise? *SB,SB, Sorry for your experience. When you spoke to the agents what did they advise? 
Mon,Oct,5,2015,@RoswellVoter We've put out an advisory for the inclement weather in the Carolinas. http://t.co/9H0kcm3RG8 *EC,@RoswellVoter  ,We've put out an advisory for the inclement weather in the Carolinas. http://t.co/9H0kcm3RG8 *EC,EC,We've put out an advisory for the inclement weather in the Carolinas. http://t.co/9H0kcm3RG8 
Mon,Oct,5,2015,@annelikesbeer That's never fun to run from terminal to terminal. My apologies for the inconvenience.  *EC,@annelikesbeer  ,That's never fun to run from terminal to terminal. My apologies for the inconvenience.  *EC,EC,That's never fun to run from terminal to terminal. My apologies for the inconvenience.  
Mon,Oct,5,2015,@kevincastanhei1 Pls know safety is our top priority. Provide your flt details via DM and I'll share this with our cabin maintenance.  *DR,@kevincastanhei1  ,Pls know safety is our top priority. Provide your flt details via DM and I'll share this with our cabin maintenance.  *DR,DR,Pls know safety is our top priority. Provide your flt details via DM and I'll share this with our cabin maintenance.  
Mon,Oct,5,2015,@CCH211 Yea! So happy the app is working for you now. *PL,@CCH211  ,Yea! So happy the app is working for you now. *PL,PL,Yea! So happy the app is working for you now. 
Mon,Oct,5,2015,@unjustgod We have already stated our Corporate Customer Care team will contact you. Thank you for your continued patience.  *RD,@unjustgod  ,We have already stated our Corporate Customer Care team will contact you. Thank you for your continued patience.  *RD,RD,We have already stated our Corporate Customer Care team will contact you. Thank you for your continued patience.  
Mon,Oct,5,2015,@SieliSimon My pleasure! We're only a Tweet away:-) *PL,@SieliSimon  ,My pleasure! We're only a Tweet away:-) *PL,PL,My pleasure! We're only a Tweet away:-) 
Mon,Oct,5,2015,@JohnGrahamGolf Hey there Mr. John So glad to see you again! We LOVE being your ride home. Enjoy! *PL,@JohnGrahamGolf  ,Hey there Mr. John So glad to see you again! We LOVE being your ride home. Enjoy! *PL,PL,Hey there Mr. John So glad to see you again! We LOVE being your ride home. Enjoy! 
Mon,Oct,5,2015,@SieliSimon @Delta Following. How may I be of assistance?  *PL,@SieliSimon  ,@Delta Following. How may I be of assistance?  *PL,PL,@Delta Following. How may I be of assistance?  
Mon,Oct,5,2015,@unjustgod Hello. Not good to hear. Pls let me know how I can assist.  *RD,@unjustgod  ,Hello. Not good to hear. Pls let me know how I can assist.  *RD,RD,Hello. Not good to hear. Pls let me know how I can assist.  
Mon,Oct,5,2015,@w_strickland Nice pic! Thanks for sharing:-) Good thinking. *PL,@w_strickland  ,Nice pic! Thanks for sharing:-) Good thinking. *PL,PL,Nice pic! Thanks for sharing:-) Good thinking. 
Mon,Oct,5,2015,@A_Sognatore Hello. Pls see all info related to pet travel via this link: http://t.co/NjqbaYom1U. *RD,@A_Sognatore  ,Hello. Pls see all info related to pet travel via this link: http://t.co/NjqbaYom1U. *RD,RD,Hello. Pls see all info related to pet travel via this link: http://t.co/NjqbaYom1U. 
Mon,Oct,5,2015,@DonalNeligan We're here to help should you need us.  *QB,@DonalNeligan  ,We're here to help should you need us.  *QB,QB,We're here to help should you need us.  
Mon,Oct,5,2015,@JohnZelo I can email your itinerary. Pls follow/DM your confirm # for your privacy.  *RD,@JohnZelo  ,I can email your itinerary. Pls follow/DM your confirm # for your privacy.  *RD,RD,I can email your itinerary. Pls follow/DM your confirm # for your privacy.  
Mon,Oct,5,2015,@4162_514 You're most welcome! *EC,@4162_514  ,You're most welcome! *EC,EC,You're most welcome! 
Mon,Oct,5,2015,@studbuffon Miles based on your ticket price (base fare plus any carrier-imposed surcharges). *EC,@studbuffon  ,Miles based on your ticket price (base fare plus any carrier-imposed surcharges). *EC,EC,Miles based on your ticket price (base fare plus any carrier-imposed surcharges). 
Mon,Oct,5,2015,"@yunchristopher Please give us a quick call, we'll be glad to check. 888 750 3284 *QB",@yunchristopher  ,"Please give us a quick call, we'll be glad to check. 888 750 3284 *QB",QB,"Please give us a quick call, we'll be glad to check. 888 750 3284 "
Mon,Oct,5,2015,@2corpratgypsies Hello. Not good to hear. Pls let me know how I can assist.  *RD,@2corpratgypsies  ,Hello. Not good to hear. Pls let me know how I can assist.  *RD,RD,Hello. Not good to hear. Pls let me know how I can assist.  
